1.70859-0.9609022i,-0.2991113+0.3385714i,-0.489412-0.1386235i,0.7895491-0.1909903i,0.0785447-0.5014473i,-0.3672467+0.4051203i,0.2334305+0.182245i,0.7689576-1.356772i,0.03261088-0.5161191i,-0.5455257+0.9429443i,-0.8565398+0.5588008i,-0.07901619-0.3408326i,0.02360399+0.093325i,-0.890268-0.6467369i,0.01646345-0.4880281i,-0.1050198+0.01732844i,0.5484874+0.501688i,0.6044248+0.4837362i,0.8144503-1.61173i,1.625099-0.5461827i,1.247844-0.6165357i,-0.2898713-0.4687683i,0.1140206-0.7827427i,0.2394115+1.429866i,-0.1882392-0.301031i,0.5219837-1.015442i,0.3527403+0.5975325i,-0.3347555-0.1582999i,0.4408599+0.6866343i,-0.6116174-0.02617268i,0.6123832+0.0986253i,0.01887495+1.233188i,-0.7243085-0.7766409i,0.01087217-1.031084i,-0.03868763+1.619638i,-0.1972319+1.1768i,0.003925896+0.419679i,0.3353598+1.42884i,0.3285826-0.1724518i,-0.2858009+0.721852i,1.588079-0.1259601i,1.150907+0.1586512i,-0.5920402-0.3589339i,0.9265469-0.02073838i,0.4290984-0.3591695i,-0.7759047-0.7598888i,-0.2321697-0.272587i,-0.31621+0.1311589i,1.166368+0.3372694i,0.2063598-0.1525864i,-0.8254427-0.7001003i,0.2784699-0.06004575i,-0.09796523-0.2336942i,-0.1257531+0.3023419i,0.2309785-0.0009755277i,0.2220519+0.3308682i,-0.2126923-0.3039498i,-0.6732203-0.2190676i,1.445537+1.009369i,1.79978-0.4041594i,-0.003189957+1.164631i,-0.2801307+0.1919477i,0.1916384-0.8495442i,0.732892-1.311462i
-0.3006544+1.037652i,0.7403536+0.07272746i,0.1032521+1.098767i,-0.771966-0.2215504i,0.3918176-0.7530419i,0.2096477+0.2427251i,0.2775171-1.391032i,0.414916+0.9139207i,-0.1020632-0.2713533i,0.4277827-0.5065812i,0.1136497-1.175711i,1.037057+0.7471024i,-0.03353751+0.7739663i,0.08204842+0.1820552i,-0.3515048+0.9857779i,1.263765+1.64235i,0.3079884+0.3242006i,-0.2297589+0.06372756i,0.7425354+0.564763i,-0.1902526+1.137851i,0.3060507-0.5966747i,-1.441204-0.8227509i,-1.050312+0.3664296i,-0.1990377+0.09184948i,1.092461-0.581301i,0.4856009+0.5218427i,1.169343-1.212392i,0.1383894+0.5335768i,-0.5626642+0.3758546i,0.7955094-1.208242i,0.2778216-0.3818392i,0.9536449-1.040048i,-0.2793964+0.9979455i,-0.8134356-0.008095916i,0.4795944+0.7414406i,-0.07163898+0.04542815i,0.0008019238-1.846522i,-0.7951666+0.6355268i,-0.3793806+0.4926648i,1.095637+0.09786265i,0.4339187+0.6129503i,1.030654+0.5097786i,-0.9133939+1.3373i,0.4580198-0.1816396i,0.8413092-0.2297835i,-0.290571+0.2708963i,1.158842+0.9364662i,-0.4888073+0.1687132i,-0.0709112+0.4296674i,0.7486146+0.4467334i,0.2238472+0.1099722i,0.173833-0.05294925i,-0.04206029+0.349933i,0.7851794-0.6292071i,0.3110133+0.4154848i,-0.9839119-0.2293179i,-0.8576337-0.002020187i,-0.3621366+1.29815i,0.397479+0.8781872i,-0.6727886-0.2296657i,0.535679-0.4224405i,1.164664-0.4658741i,-0.6888925-0.9132562i,-0.4416236-0.005176897i
0.2226141-0.7739947i,-0.3755297+0.5399531i,-1.463909+0.02250676i,-1.386503+0.5054086i,-1.802672-0.2281596i,-0.8262665-0.2807897i,-0.4084422+0.3022346i,-1.071921-0.6022815i,-0.5612007-0.3398965i,-0.5935824+0.4472613i,-0.1275463+0.04063011i,-0.09034818+0.7110323i,0.4335737+0.1228618i,1.393792+0.3769902i,-1.354375+1.47436i,-0.2998427-0.220565i,0.3702296+0.01614097i,0.1621631-1.591074i,-1.126303+0.3489072i,0.3243698-0.2357397i,-0.02420604-0.06345751i,-0.468225+0.03302573i,0.004507442+0.5482214i,0.2574135-1.222291i,0.4269532-0.0329358i,0.5495046+0.2685549i,0.8174457-0.6618967i,0.2007122+0.7769051i,-0.06910641+0.3504348i,-0.6810614+0.3564145i,0.217338-0.08417331i,-0.7659061-0.06530648i,-1.953687-0.9320844i,0.3819739-0.7407209i,-0.8569791-0.5293875i,-0.4831007-0.8829559i,0.4885356-0.3001659i,-2.295484-0.3894731i,-0.4453728+0.9355679i,-0.4664594+0.3412738i,1.2086-0.582112i,-0.04237591-0.287521i,-1.638626-0.2321397i,0.8049877+1.241135i,1.383067-0.5396919i,-0.8554351+0.9048979i,1.673778-0.4388597i,-0.1918811+0.3874726i,-0.001899098+0.5749841i,0.3614319+0.2110484i,-0.3125392+0.3252537i,-1.096491-0.08529891i,-0.01723791-0.3941058i,0.4182392-0.8374708i,-0.03908726-0.7925438i,-0.3922268+0.6217i,0.8036237+0.3967606i,0.722667-0.536859i,0.5054227-0.3338326i,-0.6321133-0.2742904i,-0.03329905+0.09885827i,0.5417376-0.2260762i,-0.3072035+0.9383476i,0.4597489-0.325537i
-0.4057972-0.1754897i,0.4030666+0.08274795i,0.4855101-2.31179i,0.1310155+0.4713809i,0.3497684+1.113847i,-1.219067-0.3704951i,0.901444+0.02828761i,1.094347+0.02275332i,0.7665665+0.697076i,0.311928+0.003880389i,0.394757-0.292156i,-0.9573395+0.505863i,1.583233+0.482889i,0.7774606+0.03054888i,0.03967821-0.360358i,1.593233-0.3969396i,-0.07781553-0.2581151i,-0.8837506-0.9257637i,0.4466276+1.512869i,0.8017609-0.7183647i,0.5825562+1.006088i,-1.633419-0.2685045i,-0.7671071-0.7204204i,-0.6709276+0.6980512i,-0.05548859-1.048978i,-0.03274006-0.3702441i,-0.3750292-1.495576i,-0.5907062+0.199919i,0.6352849-0.2794189i,-1.743173-0.8715125i,1.173808-1.346436i,-0.6704672+0.6236989i,0.7017581+0.3584408i,0.06315131+0.7804934i,-1.027518+1.275865i,1.497466-0.3244881i,-0.2678962-0.05713646i,-0.7172145-0.5441265i,-0.862348+0.4962555i,-1.147408-0.5264261i,-0.5516775-0.2972357i,-0.1371642-0.7363784i,-0.8015126-1.177267i,0.1402544+0.885913i,0.3175802+0.520041i,1.179275-0.99922i,-0.4760573+0.605379i,-0.6295196-0.1154366i,0.6249194-0.3257876i,0.9257786-0.4801772i,-0.1688934+0.4022636i,-1.603817-0.2059472i,0.2170137+1.065157i,-0.4932473+0.2587295i,-0.9621357-0.4596403i,0.3728766-0.714073i,0.2147897+1.084328i,-0.8835326-0.6913421i,0.139008-0.3569069i,1.004851-0.4602985i,0.6392073-1.416463i,0.3058935+0.3923686i,-0.4802929-0.2556741i,0.04680742+0.1955494i
-1.25155+0.6946172i,-0.8305834-1.18592i,1.357066-0.3676429i,-1.0929+0.5465972i,1.681789-1.610499i,-0.7212899-0.7011301i,-0.8785084+0.844147i,0.5838053-0.4494998i,-0.7280055-0.6851891i,1.155517+0.9836665i,0.8623791-1.669028i,0.5924353+0.07494498i,-0.6002633+0.7469835i,-0.8434816+0.2789102i,-0.9591067+0.198777i,0.0267056+0.004091267i,0.7233692-0.365375i,1.30694+1.070327i,-0.3331887-0.01858435i,-0.5042663+1.149227i,0.0658858-0.1684538i,0.3722855+1.186997i,-0.9287475-1.033295i,-0.2380469+0.1852509i,-0.3865296+0.2176993i,0.5678663+1.637883i,0.4370599-0.5818861i,-0.982797+0.04303169i,-0.27801+0.8243715i,0.003017229-1.044083i,-0.1088953+0.4700723i,0.4369138-1.795613i,0.1825863-0.1793505i,-2.210236+1.060454i,0.308162+0.07455893i,-1.210387+0.4830714i,-0.2106769-1.361792i,-0.3719096+0.6468613i,0.222742+0.4227504i,0.2110493+0.7188084i,0.4161345+1.203262i,-0.2365728+0.2078855i,-0.4287147-0.2616525i,-0.3010809+1.060935i,0.6565312-0.1268896i,-0.3809927+1.215805i,-0.6563988+0.3782682i,-0.8541785-0.8116797i,1.270165+0.2673371i,-0.4493884+0.1391023i,-0.1063175-0.5874118i,0.5619685-0.727002i,-0.1543322+0.1059952i,-0.3930785-0.1014122i,-0.1833503+0.1427485i,-0.3612925+0.7163191i,0.03051023-0.3744632i,-0.5674791-0.1705397i,-0.3328092+0.263851i,-0.3716263+0.1154647i,-1.044953-1.083463i,0.252215+0.1309347i,-0.3221633-0.8148373i,-0.5084861-0.2321503i
0.01534169+0.6146681i,-0.3747-0.1476808i,-0.7290675+0.02312414i,-0.1228242-0.4064596i,-0.256354+1.003772i,1.147397-0.4102208i,-1.161031+0.4983447i,-0.7407436+0.5636681i,-0.4862566-0.3872188i,0.7146054-0.2760953i,-0.5292-1.136262i,0.1942523-0.541137i,-0.3440134+0.08300162i,1.454945+0.6160988i,-0.2971471+1.103869i,1.362919+0.3612016i,0.9755927-0.3815671i,0.07407982+0.6691838i,0.4827042+0.3548088i,-0.5342563-2.103071i,0.9673818+0.01249836i,-0.6914431-0.3571191i,-0.4335316-0.7153583i,-0.4004453-0.2650444i,-0.9800785+0.9298401i,-0.1131904+0.5030056i,-0.4577985+0.4669107i,0.1700531-0.7452894i,-0.2784973-0.1879052i,-0.3117728-0.4531987i,-0.3952436-0.08147596i,-1.576574-0.3900066i,0.08024444+0.06135815i,-0.4166926-0.4125652i,0.8784556-0.06375428i,0.2106063+0.6294211i,-0.2740048+0.6759506i,-0.3254935-0.280084i,-0.1020531+0.204353i,0.06524152-0.5198591i,0.06017624-0.1024672i,-0.6227226-0.1816651i,-0.4840905-0.6270524i,0.5094113+0.4224914i,0.8358036+1.6028i,0.09649549-0.5822961i,1.3779-0.3108876i,-0.0844963+0.0003305579i,-1.066831-0.03454218i,-0.6023979+0.5235622i,0.1859324-1.352762i,0.5505567+1.184506i,0.0661483-0.6140409i,-0.2101971-0.8739731i,0.2426926-0.2078248i,1.28107-0.3884756i,-0.111121-0.06626773i,-0.3338611+1.628205i,-1.302419+0.6694033i,-0.4657713+0.5365149i,-0.2532196-1.608231i,-0.7191753-0.2253779i,-0.9253098-0.5725178i,0.4503157-1.02186i
-0.4348867+0.09209386i,0.1085477-0.6611824i,-1.379625-0.7934443i,0.2034489+0.5668408i,-1.42276+0.0997218i,0.3597914+0.4059713i,0.5802225+0.7394596i,-0.4706761+1.297108i,-0.02863578-0.3343998i,0.8671879+0.3935422i,-0.9568248+0.2185067i,-1.053431+0.9745762i,-0.4898185-0.09558369i,0.2916888+0.09230495i,-0.8047826+0.5263182i,0.9308128+0.157125i,-0.2737635-0.6352868i,0.5437174+0.1332693i,0.7795117-0.6319746i,0.1642479-0.3514009i,0.6769399+0.259067i,1.527492+0.3214403i,0.3219641+0.481193i,0.8216989-1.35365i,-0.2208581+0.2832913i,0.02573688+0.1135581i,-0.2738773-0.4410934i,-0.9792777+0.517813i,-0.4911718-0.2623861i,-1.053697+1.151026i,0.6874322+0.7325045i,-0.1150373+0.2868515i,-0.4284997-0.3481596i,0.5847375-1.435136i,-0.2455379-0.7928737i,-0.185285+0.9272503i,0.9227597+1.108364i,-0.231426+0.07303157i,0.5679661-0.6232389i,-0.0851189+0.8576475i,-0.9436584-0.9808565i,0.113725+0.7920932i,0.5164071+0.2226782i,0.2166459+0.6981488i,-0.520433+0.583092i,0.9492268+0.2446937i,-0.3685256-0.2410064i,0.4463156+0.2073433i,0.09535636+1.403514i,-0.6320202-0.4715336i,0.1302969+0.1962737i,-0.02000391-0.07753233i,0.1389535+0.04231086i,-1.401711-0.6818486i,0.637817-0.1352005i,0.2906438-1.794255i,-0.3392346-0.4036438i,0.3011817+0.7131205i,-0.6617128-1.406512i,0.2457838+1.099117i,-1.15965-0.4562544i,0.09971661+0.5178527i,-0.2344217+0.08491977i,0.2213451-1.204073i
0.6907831-0.7024942i,-0.1969383-1.383575i,0.4231167+0.09464926i,0.8597314+0.331699i,-0.7172872-0.1195207i,-0.36558+0.574924i,-0.04430958-0.7543442i,0.4306249+0.004258772i,0.1299029+0.8021406i,-0.2843936-0.2047182i,-0.6025826+0.6569104i,0.726443+0.2964564i,0.3465684+0.6110801i,0.8593721+0.1922681i,-1.295815+0.0006253354i,-0.5280383+0.5896971i,0.7370449+1.345875i,0.4675349-0.4316641i,0.07959269+1.007801i,0.4619553+0.1505369i,-0.06860946-1.127028i,-1.44123+0.7659478i,0.03901706-0.8676001i,-0.2184868+1.54265i,-0.3106901+0.1793778i,0.5821735-0.08989496i,0.5700794-1.049721i,0.1710537-0.6623888i,0.4773948-1.512167i,0.2085223-1.037634i,-0.3930065-0.7410018i,-0.1815412-1.260689i,0.465375+0.8302854i,0.8382806-1.693156i,-1.074977+0.9322927i,0.6186528+1.457344i,1.362299+0.3414917i,-0.08464351-0.04082781i,-0.1265719-0.3082521i,0.2607329-0.3334102i,0.09101855+0.1008194i,-0.817041-0.06940648i,0.5842667+0.2844186i,0.01534691-0.1070421i,0.6476477+0.1882878i,-0.8685736+0.8532668i,0.8893757-0.03651489i,-0.01022647+0.135706i,0.4746394+0.9924694i,-0.4870029-0.1504547i,-0.6954905+1.128907i,-0.954245+0.8700709i,-0.5742707-0.03437007i,-0.4080522-1.035525i,0.1195722+0.05053046i,-0.1031454-0.6042057i,0.03998906-0.05086837i,-0.1484717-0.5269432i,-0.0190326-0.540166i,0.08309155+0.1220796i,0.4193969+0.4927443i,0.6857671+1.056207i,0.08954365-0.2407859i,0.8875164-0.8922906i
-0.08220787-0.6507392i,-0.4706346+1.639189i,0.09231814-0.4943052i,0.04620879+0.9483083i,-0.1505324+0.5942997i,-0.6694321+0.2540894i,0.5761678+1.159887i,-0.1725049-0.184683i,-0.08243442-0.2335582i,-0.666526+1.014621i,0.3289479-0.9601578i,0.3566148+0.1539509i,-0.9190166+0.8215556i,-0.8727863+1.39722i,-0.3633548+0.3650685i,1.453376+1.235068i,0.2501994+0.1865064i,-1.533211+1.437624i,-0.1414735-0.3544061i,-0.5731558+0.2078253i,-0.754801-0.3442941i,0.3112289-0.3138144i,1.026219-0.6296286i,-0.9441041+0.1571828i,1.457197-0.09549208i,0.2084827-0.4761072i,0.6324225-0.1673647i,0.1995825-0.9693897i,0.3712891+0.1212052i,1.018882-0.3977538i,-0.5028158+0.9511771i,-0.544839+1.414183i,0.04496459+0.8118833i,-1.497116-0.7855484i,-0.0350587-0.6539451i,-0.7774971+1.104908i,0.3618639-0.898353i,0.1049007-0.009659148i,-0.6487014-0.7672999i,-0.04848561+0.2208259i,-0.4649355+0.8306678i,-1.120268-0.9228163i,0.403538+0.5391626i,0.6109079-0.2501618i,-1.238622-0.2343883i,0.1384238+0.7769976i,0.6228248-0.6137266i,-0.1035209+0.1235384i,-0.1847172+0.519753i,0.1878982+0.08999383i,-0.4295105-1.143567i,-0.09571496-0.7473778i,-0.1353407+0.006320768i,0.4938851+0.1310079i,-0.9497371-0.1272995i,-0.1427607-1.237357i,-1.521234+0.4018706i,0.1735024-0.5396433i,0.6182986-0.9689637i,0.6490563-0.9209082i,-0.02492678+1.244447i,0.7516637+1.698406i,0.2456078-0.546042i,0.1902739-0.1766742i
0.7679849+0.4973778i,0.5182832-0.5862285i,-0.3328433-0.7466386i,0.7887566+0.2148073i,-0.4755364-0.7470604i,0.2856086+0.3002754i,-0.03666087-0.6448578i,-0.7100555-0.8356052i,-0.04348563-0.2028853i,0.6759409+0.2627634i,0.3474717+1.202671i,0.4010839-0.9422854i,-1.397991+0.0449268i,0.2523305+0.7057233i,-0.05866215+0.5825921i,-0.6116167-0.3399456i,-0.2828271+0.3525026i,0.07118243-0.5475817i,0.01355196+0.4753845i,0.9620449-0.1991414i,0.2864746+1.021503i,0.9596747-0.2009337i,0.7503497+0.1600797i,0.002386818+0.7091405i,0.2480595-0.4606048i,0.03807237-0.1106663i,0.3329341-0.1373765i,0.1095756+0.3525105i,1.03182-0.7565325i,0.1622538+0.06827722i,0.8544323-0.3464854i,1.373292+1.024464i,-0.9953552+0.54188i,0.1861443-0.616841i,0.1640391+0.8958525i,-0.01823764+0.734775i,-0.4225805+1.08109i,0.4356395-1.107638i,1.513929+0.1674368i,0.6947543-1.255749i,-0.8202882+0.7171158i,0.2282728-0.2305642i,0.6898785+0.3884931i,-0.2927252-0.5364897i,0.5752949+0.4494968i,-0.773464+0.1999079i,0.7278366+0.6465978i,-0.6834478-0.8153343i,0.202179+0.2582145i,-0.5513681+0.5511951i,0.5028799-0.4865454i,-0.4985628-0.9896442i,-0.3169988+0.1788918i,0.05056048-0.6425159i,-0.3408004-0.9133315i,0.6269472+0.8849476i,1.042317-0.5821379i,0.2872208+1.462658i,-0.1014392+0.7242849i,-1.247645+0.1602699i,-1.054374+0.7873397i,0.8244783-1.212891i,-1.779055-0.06845991i,-0.1267667+0.2144602i
-0.7204183+0.6695399i,-0.9385554-0.2506366i,0.3683534-0.412777i,0.5358075-1.674013i,-0.5301132-0.8492886i,1.590783-0.2234195i,-1.74584-0.7651847i,0.3739749-0.9772158i,-0.3684357+0.1262309i,-0.3545372+0.9398066i,1.08461-0.0646603i,0.5896142-1.890715i,-1.209685+0.4227311i,0.7089382-0.6322545i,-0.6772295+1.392427i,-0.3897351-0.2604489i,-0.2932281+0.4290619i,-0.3076884+0.4214987i,-0.8029561+1.25521i,0.09063116+0.3952364i,-0.6693501+0.02512496i,0.1543315+0.266134i,-0.0409436-1.194706i,-0.5646105+0.5695691i,-0.3533909-0.6153471i,-0.3505486-0.5007613i,-1.077404-0.3157925i,-0.5434024+0.5484416i,0.5367693-0.424558i,1.127541-0.1924951i,0.2197195+0.2075367i,-0.4121989+0.7248612i,-0.4909723+1.504926i,0.4332535+0.8214508i,0.8220221-0.8045967i,0.4356721+0.356041i,0.4485364-0.06676263i,0.08829671-0.1982704i,0.324968-0.3152705i,0.1347743+0.391234i,-0.1096607+0.1090977i,1.041339+0.2555689i,-0.324941+1.032034i,-1.009686-0.2239535i,0.7638015-7.630732e-05i,-0.09037725+0.8727222i,0.5961053+0.4935039i,0.1418542+0.4797091i,-1.181102+0.222518i,-0.9078061+0.1087247i,0.9374943+1.110085i,-0.469994-0.3708738i,-0.384578+0.2087842i,0.7642031-0.576047i,0.6424369+1.138977i,-0.09059482+0.1357133i,1.034867+1.488139i,0.2826393-0.6787357i,0.2282858+0.1658983i,0.1570647-1.653247i,-0.7224455+0.7169087i,0.1742133+0.8904088i,-0.08930499-0.1550208i,0.9922328-0.5939038i
-0.1871943-0.07560179i,-0.1937071-0.2632515i,-1.099419+0.08423913i,-0.002432112-0.1287472i,-0.23002+0.5845852i,-1.20432+0.3914614i,0.4248428+0.2134279i,-0.346548+0.2810466i,-0.07901837-1.622629i,-0.2310641+0.1658996i,-0.4048052+0.7983477i,0.965329-0.8528264i,-0.7829003+0.01274955i,-0.1352033-1.321365i,-1.069681+0.04445396i,0.0490271-0.8329611i,1.177993-0.55467i,-0.7323923+0.7974268i,-0.1011802+0.3952863i,0.7306315-0.2710391i,-0.5423746-0.5555273i,-0.4090575-0.002058171i,0.0927573+0.8069598i,0.3730917+0.2702449i,-0.7717575-0.6712878i,-0.519013-0.9499057i,0.6850545+0.323741i,-0.1230181-0.4308035i,1.098783-0.8498615i,-0.03797017+0.7893775i,-0.3230143+0.9407705i,-0.15754+0.0545957i,0.1196756+0.4944042i,1.898308-0.01336727i,-0.5428956-0.120337i,0.9328867+0.367212i,-1.400904-0.2845758i,-0.949129-0.1943679i,-1.211574-0.6633422i,-0.02169325+1.769771i,0.4848967+1.006247i,-0.7537082+0.4966835i,-0.6158261+1.258032i,-1.194953-0.7989891i,0.3810238+0.2170828i,-0.3138882-0.1773922i,1.041512-0.08252323i,-0.3953078+0.6624399i,-0.6974591+0.7333572i,0.3283215+0.4654936i,0.3675514-0.3282225i,-0.09908146-0.7010512i,-0.9696531-0.1379973i,-0.6312088-0.2233611i,-0.1830613+1.157773i,0.3458577-0.8617626i,0.0935798-0.0480426i,0.572558-0.9735839i,0.7468758-0.3094114i,-0.1976319+0.5409829i,0.784166+0.4564453i,-0.4985838+1.153471i,0.181163-0.9001403i,0.453544+0.1801335i
-0.6007493-0.9009276i,-0.221626+0.1288346i,0.6132265+0.8444049i,-0.05463381-0.8458004i,-1.310296-1.192029i,-0.2434759-0.2468053i,1.024773-0.007972806i,0.4765957-0.4187774i,0.1140495+0.7978268i,0.193946+0.2079122i,-0.148551+0.006025138i,0.6706975+1.138302i,0.5287603-1.100712i,-0.6581883-0.5639849i,0.7753553-0.03166245i,-0.1019995+0.4200906i,0.1531983-0.3481571i,-0.05751467-1.238838i,-0.3417324+1.521164i,-1.150419+0.9020097i,-0.5729414-0.9671398i,0.5132656+0.673664i,-0.1503117-0.1076302i,0.2179071+0.8060804i,-1.179569-0.4478531i,-0.09505971+0.7878565i,-0.5966055-1.261676i,1.053745+0.3036904i,-0.5601467-0.3878632i,1.214777-0.1289784i,-1.114199+0.1755029i,-0.5390628+0.07806858i,-1.745232+0.557263i,-0.5443241-0.8391523i,0.302406+0.0512679i,0.8632076+0.9310579i,1.006571+0.7626364i,-0.7212613-0.07898459i,0.1166408+0.4067174i,-0.127871+0.4733958i,-0.07631247+0.14448i,0.9383047-0.7412015i,-0.9487733-0.5989054i,0.06104758-0.959322i,-0.8629225-0.1011074i,0.9239817-0.30204i,0.07324126-0.01212929i,-0.07410277-0.3039433i,0.2398673+0.2814938i,0.9209709-1.024229i,-0.3113063+0.869803i,-1.119528-0.7615469i,-0.4191594+0.6099681i,1.45238+0.05529803i,-0.1514389+0.4056688i,0.2853874-0.003312447i,0.4807308-0.1111928i,0.7076142+0.8145896i,-0.276804+0.2668708i,0.182226+0.2105792i,-0.7709568-1.070626i,-0.3847215-0.1731315i,-0.7486039-0.1346925i,-0.3400491-0.08703561i
0.253679-1.274078i,-0.6215491-0.7679869i,-0.05993678-0.06807199i,0.2344523-1.000341i,0.3171194+0.793081i,1.025015+0.365148i,0.1455306-0.7956283i,-0.1406329-0.8627295i,0.3311643+0.8569679i,-0.4678966-0.3708522i,0.002315463-0.6320251i,-1.677401+0.2556574i,0.2035183-0.1844784i,-0.4365633-0.253039i,0.1586639-0.03408013i,-0.07898869-0.8720515i,-0.3749858-0.8660122i,1.14896-0.4998307i,0.7387449+0.2644541i,-0.6630351-0.03914187i,0.4755133+0.09186555i,-0.6076934+0.08749621i,0.5551098-0.6473108i,-0.0666332-0.5086585i,0.7420748-0.2912691i,-0.4599801-0.563951i,-0.674013+1.1979i,0.3690199+1.297839i,-0.1017476-0.1178472i,0.9444445+0.01324516i,-0.4014902+0.8829643i,-0.4754729+0.3773538i,-0.9948769+0.6991355i,-1.847015+0.2909305i,0.2604201-0.9333161i,0.7250776+0.3369387i,-0.9219442-1.282586i,-0.9437966-0.6080365i,-0.2007266+1.760045i,-0.5204182+0.8760144i,-0.3551722+0.4010524i,-0.4056322-0.5771604i,-0.4776175+0.8197073i,-0.03981187-0.6956889i,0.1505262+0.1333075i,-1.021719-0.3974429i,0.8612741-0.3069675i,-1.528312+0.2031309i,0.5521004+1.05062i,-0.2797714+1.603666i,0.3433259-0.2102994i,-0.3584931+0.5611872i,-0.1701134+0.6264566i,1.138554-1.069383i,0.2196138+0.2067184i,1.475075-0.5125921i,-0.7881614-1.365319i,-0.8252264+0.1694565i,-0.05962636+0.25523i,1.510446+0.2662801i,0.2263652+0.9125437i,-0.09563384+0.1146411i,0.6101232-0.3741817i,0.5951539-0.4838505i
-0.1715842-0.5632619i,0.6408242-0.1154501i,-0.8953767-0.6529982i,1.456822-0.1306976i,0.007488751-0.6744235i,-0.01476028+0.1286845i,0.3493402-0.4949647i,-0.4180008+0.00692703i,1.248525+0.205227i,-0.5756807-1.028741i,1.385943-1.497556i,-0.3976539-0.2346683i,0.7110036-0.2074353i,-0.1211337+0.5337694i,0.9477535-0.9380968i,0.958536+0.05707888i,0.7323647-0.7366555i,2.292855+0.6728601i,0.2188913-0.05115084i,0.2408465-1.716271i,0.7907841+0.02288787i,-0.9855234+1.03264i,-0.806033-0.8071128i,-0.3853688-0.8033353i,0.1462969+0.8823472i,-1.187569+1.068923i,-0.2574127-0.5493447i,0.3286064-0.8312998i,-1.100368+1.010373i,-0.3412364+0.427138i,0.008191532+1.07466i,-0.8103904-0.719682i,-0.3883999+0.2105619i,-0.1993027+0.1679054i,0.6680056+0.3138704i,-0.1870285-1.096478i,1.316624+0.05925978i,-0.5222604-0.8035916i,0.005479284+0.9784945i,-1.579853-0.973682i,-0.09567273+0.2091491i,-0.1700312-0.03144398i,0.8949475+0.0380353i,0.5807972+0.04080667i,0.6087499+0.04078467i,-0.246747-0.3990685i,-0.5916901-0.9502106i,0.1346381-0.4952543i,1.831951-0.5228623i,-0.4212071+0.1366725i,0.1904347+0.3315647i,0.3314097+0.7236218i,-0.4830105+1.011814i,-0.3545868-0.3091694i,0.6682046-0.7315875i,0.02789183-0.3800584i,0.05775968-0.4996266i,-0.3934852-0.884285i,0.01790726-0.2578787i,0.5235627+0.3261369i,0.6004518-0.6458418i,0.4530879-1.035806i,-0.5286635-0.4705681i,1.066157-0.2269339i
0.3309428+0.3993075i,0.2382237+0.9164592i,0.1119851-0.1597678i,-0.7245146-0.5128286i,0.3265814+0.7150017i,-0.4522187-0.4886564i,-0.6437172+0.1662336i,-1.003185-0.2543683i,0.4396435+1.186564i,-0.9531761-0.1336757i,-0.7849886+0.3957662i,0.72686-0.6485256i,0.08386571+0.2828326i,1.689419-1.021887i,-0.01647797-0.814411i,0.7662221-1.592369i,-0.2978183-0.5708445i,0.08298603-0.8218623i,-0.2817673+1.073358i,-0.4085601+0.1368925i,-0.7491235+1.257178i,-1.057567+0.6563534i,1.571222+1.355296i,0.03206982-1.049084i,-0.3274231-0.2017895i,-0.2620221-1.430685i,1.027178-0.6916755i,-0.9151859+0.3780181i,-0.2332048+0.6657063i,-0.4269644+0.3633934i,0.5257931-1.210193i,-0.5880693-0.3309672i,-0.7054721-0.5696776i,0.5540535-0.5828469i,1.04112+0.8655313i,0.6597785+0.3224987i,-1.330576+0.27262i,0.9566246-0.7047644i,0.9108922+0.01908963i,-0.6520479-0.1939966i,0.0139562+0.3978845i,-0.563283-0.933102i,-0.6806086-0.5337059i,0.09552557+0.03597319i,-0.5494794+0.580897i,1.234226-1.047193i,0.09588082+0.4753741i,0.8818023-0.09117565i,0.3959613+0.4031196i,1.256071-0.4145548i,-0.2576136-0.4641115i,-0.2395902-0.2713242i,-0.08372165-0.2796592i,0.117848-0.2717349i,-0.1837826-1.4697i,-0.2435806-0.01321641i,-0.009715203+1.250664i,-1.081617-0.4183452i,-1.040625+0.1185899i,1.207281+0.06696742i,-0.5712373-0.7462931i,-0.6556154-2.17304i,0.0847031-0.074517i,-0.3113814+0.3912937i
